Taiwan, Death rates (period 1x1)     Last modified: 08-Feb-2012, MPv5 (May07)

   Year      Age       Female       Male         Total
   1970        0     0.015387     0.017779     0.016618 
   1970        1     0.004464     0.005075     0.004777 
   1970        2     0.003064     0.003463     0.003269 
   1970        3     0.001928     0.002169     0.002052 
   1970        4     0.001188     0.001371     0.001283 
   1970        5     0.000833     0.001030     0.000934 
   1970        6     0.000599     0.000797     0.000700 
   1970        7     0.000444     0.000629     0.000539 
   1970        8     0.000353     0.000525     0.000441 
   1970        9     0.000324     0.000468     0.000398 
   1970       10     0.000349     0.000459     0.000406 
   1970       11     0.000389     0.000498     0.000445 
   1970       12     0.000443     0.000580     0.000513 
   1970       13     0.000501     0.000680     0.000593 
   1970       14     0.000556     0.000801     0.000682 
   1970       15     0.000637     0.000984     0.000816 
   1970       16     0.000710     0.001169     0.000946 
   1970       17     0.000750     0.001290     0.001027 
   1970       18     0.000749     0.001330     0.001047 
   1970       19     0.000773     0.001424     0.001106 
   1970       20     0.000817     0.001570     0.001199 
   1970       21     0.000861     0.001677     0.001276 
   1970       22     0.000943     0.001815     0.001392 
   1970       23     0.001059     0.002058     0.001572 
   1970       24     0.001196     0.002352     0.001784 
   1970       25     0.001146     0.002247     0.001702 
   1970       26     0.001073     0.002040     0.001562 
   1970       27     0.001115     0.002042     0.001585 
   1970       28     0.001184     0.002110     0.001649 
   1970       29     0.001259     0.002157     0.001710 
   1970       30     0.001372     0.002272     0.001823 
   1970       31     0.001528     0.002472     0.002001 
   1970       32     0.001658     0.002701     0.002178 
   1970       33     0.001723     0.002868     0.002292 
   1970       34     0.001734     0.002967     0.002348 
   1970       35     0.001773     0.003057     0.002423 
   1970       36     0.001893     0.003158     0.002559 
   1970       37     0.001978     0.003272     0.002676 
   1970       38     0.002036     0.003322     0.002748 
   1970       39     0.002145     0.003375     0.002849 
   1970       40     0.002325     0.003605     0.003073 
   1970       41     0.002497     0.003939     0.003344 
   1970       42     0.002700     0.004229     0.003609 
   1970       43     0.002960     0.004579     0.003934 
   1970       44     0.003205     0.004977     0.004274 
   1970       45     0.003557     0.005527     0.004749 
   1970       46     0.003906     0.006327     0.005346 
   1970       47     0.004091     0.006898     0.005729 
   1970       48     0.004244     0.007103     0.005908 
   1970       49     0.004826     0.007698     0.006517 
   1970       50     0.005765     0.008943     0.007640 
   1970       51     0.006383     0.010069     0.008529 
   1970       52     0.006562     0.010857     0.009002 
   1970       53     0.007047     0.011629     0.009651 
   1970       54     0.007904     0.012725     0.010679 
   1970       55     0.008222     0.013554     0.011269 
   1970       56     0.008568     0.014357     0.011846 
   1970       57     0.009395     0.014892     0.012556 
   1970       58     0.010312     0.017044     0.014063 
   1970       59     0.011803     0.021312     0.016801 
   1970       60     0.013882     0.023484     0.018982 
   1970       61     0.016337     0.027002     0.021964 
   1970       62     0.018740     0.030116     0.024731 
   1970       63     0.020366     0.032026     0.026488 
   1970       64     0.022072     0.035130     0.028805 
   1970       65     0.024559     0.038657     0.031778 
   1970       66     0.028097     0.044483     0.036339 
   1970       67     0.029450     0.047491     0.038274 
   1970       68     0.031628     0.050677     0.040771 
   1970       69     0.035550     0.056017     0.045209 
   1970       70     0.039545     0.063090     0.050272 
   1970       71     0.041981     0.067675     0.053285 
   1970       72     0.047126     0.070801     0.057646 
   1970       73     0.062110     0.081570     0.071145 
   1970       74     0.065835     0.087893     0.075673 
   1970       75     0.066336     0.096006     0.078542 
   1970       76     0.075306     0.106706     0.087954 
   1970       77     0.075140     0.111915     0.089073 
   1970       78     0.079020     0.124077     0.095081 
   1970       79     0.092850     0.130077     0.106800 
   1970       80     0.106036     0.137105     0.117691 
   1970       81     0.112569     0.142940     0.123660 
   1970       82     0.119989     0.147717     0.129918 
   1970       83     0.130141     0.158538     0.139970 
   1970       84     0.142641     0.171379     0.152265 
   1970       85     0.154309     0.179752     0.162639 
   1970       86     0.166918     0.187812     0.173618 
   1970       87     0.182137     0.199387     0.187525 
   1970       88     0.197312     0.215190     0.202659 
   1970       89     0.212792     0.231178     0.218052 
   1970       90     0.231204     0.245573     0.235187 
   1970       91     0.249769     0.259799     0.252458 
   1970       92     0.267564     0.274527     0.269360 
   1970       93     0.285669     0.290018     0.286745 
   1970       94     0.304161     0.306112     0.304624 
   1970       95     0.322946     0.323632     0.323102 
   1970       96     0.341771     0.346937     0.342873 
   1970       97     0.360071     0.376913     0.363409 
   1970       98     0.379898     0.404126     0.384419 
   1970       99     0.402771     0.418732     0.405662 
   1970      100     0.424003     0.430053     0.425070 
   1970      101     0.440379     0.460000     0.443605 
   1970      102     0.456429     0.528497     0.466860 
   1970      103     0.478653     0.821151     0.512420 
   1970      104     0.497202     6.000000     0.542283 
   1970      105     0.532686            .     0.532686 
   1970      106     0.627964            .     0.627964 
   1970      107     0.967742            .     0.967742 
   1970      108     6.000000            .     6.000000 
   1970      109            .            .            . 
   1970      110+           .            .            . 
   1971        0     0.013984     0.016251     0.015152 
   1971        1     0.005603     0.005644     0.005624 
   1971        2     0.002512     0.002959     0.002741 
   1971        3     0.001282     0.001556     0.001423 
   1971        4     0.000929     0.001041     0.000987 
   1971        5     0.000707     0.000864     0.000788 
   1971        6     0.000561     0.000782     0.000674 
   1971        7     0.000449     0.000694     0.000574 
   1971        8     0.000374     0.000619     0.000500 
   1971        9     0.000328     0.000561     0.000447 
   1971       10     0.000311     0.000507     0.000412 
   1971       11     0.000317     0.000487     0.000405 
   1971       12     0.000343     0.000516     0.000432 
   1971       13     0.000400     0.000593     0.000498 
   1971       14     0.000476     0.000693     0.000587 
   1971       15     0.000557     0.000806     0.000685 
   1971       16     0.000643     0.000955     0.000804 
   1971       17     0.000712     0.001106     0.000914 
   1971       18     0.000743     0.001216     0.000985 
   1971       19     0.000724     0.001271     0.001004 
   1971       20     0.000727     0.001406     0.001074 
   1971       21     0.000770     0.001618     0.001200 
   1971       22     0.000814     0.001779     0.001304 
   1971       23     0.000893     0.001953     0.001437 
   1971       24     0.001005     0.002203     0.001616 
   1971       25     0.001134     0.002429     0.001790 
   1971       26     0.001090     0.002267     0.001683 
   1971       27     0.001016     0.002027     0.001527 
   1971       28     0.001045     0.002033     0.001543 
   1971       29     0.001095     0.002112     0.001605 
   1971       30     0.001147     0.002184     0.001667 
   1971       31     0.001222     0.002302     0.001763 
   1971       32     0.001350     0.002501     0.001926 
   1971       33     0.001477     0.002701     0.002087 
   1971       34     0.001571     0.002814     0.002189 
   1971       35     0.001650     0.002895     0.002269 
   1971       36     0.001779     0.002994     0.002396 
   1971       37     0.001979     0.003151     0.002596 
   1971       38     0.002129     0.003342     0.002783 
   1971       39     0.002240     0.003481     0.002928 
   1971       40     0.002376     0.003634     0.003095 
   1971       41     0.002587     0.003901     0.003355 
   1971       42     0.002774     0.004241     0.003635 
   1971       43     0.003018     0.004497     0.003898 
   1971       44     0.003310     0.004788     0.004199 
   1971       45     0.003589     0.005073     0.004485 
   1971       46     0.004003     0.005550     0.004940 
   1971       47     0.004368     0.006323     0.005529 
   1971       48     0.004596     0.006890     0.005938 
   1971       49     0.004702     0.007155     0.006127 
   1971       50     0.005333     0.007886     0.006836 
   1971       51     0.006283     0.009374     0.008100 
   1971       52     0.006978     0.010733     0.009163 
   1971       53     0.007182     0.011848     0.009825 
   1971       54     0.007833     0.012904     0.010716 
   1971       55     0.008898     0.014455     0.012084 
   1971       56     0.009401     0.015430     0.012836 
   1971       57     0.009947     0.016395     0.013587 
   1971       58     0.010869     0.016834     0.014290 
   1971       59     0.011785     0.019088     0.015830 
   1971       60     0.013356     0.023442     0.018642 
   1971       61     0.015162     0.025274     0.020503 
   1971       62     0.017434     0.028770     0.023363 
   1971       63     0.019515     0.031347     0.025704 
   1971       64     0.021046     0.033345     0.027448 
   1971       65     0.022746     0.036595     0.029820 
   1971       66     0.025608     0.040484     0.033153 
   1971       67     0.029829     0.047003     0.038377 
   1971       68     0.031886     0.050609     0.040934 
   1971       69     0.035251     0.054602     0.044435 
   1971       70     0.039981     0.060449     0.049493 
   1971       71     0.044831     0.068501     0.055439 
   1971       72     0.047257     0.072459     0.058231 
   1971       73     0.052276     0.075699     0.062566 
   1971       74     0.067078     0.087666     0.076461 
   1971       75     0.067963     0.093479     0.079067 
   1971       76     0.068099     0.102938     0.082188 
   1971       77     0.075236     0.114256     0.090671 
   1971       78     0.078337     0.127960     0.096730 
   1971       79     0.082260     0.143288     0.103517 
   1971       80     0.104790     0.135569     0.116454 
   1971       81     0.114396     0.147940     0.126726 
   1971       82     0.121200     0.153316     0.132696 
   1971       83     0.129001     0.157119     0.138888 
   1971       84     0.140066     0.168145     0.149605 
   1971       85     0.154027     0.181426     0.163030 
   1971       86     0.166944     0.188733     0.173963 
   1971       87     0.181044     0.195211     0.185532 
   1971       88     0.198558     0.205709     0.200772 
   1971       89     0.216107     0.221064     0.217577 
   1971       90     0.234142     0.236124     0.234705 
   1971       91     0.256360     0.248657     0.254232 
   1971       92     0.279068     0.260201     0.273998 
   1971       93     0.300897     0.271804     0.293342 
   1971       94     0.323311     0.283514     0.313346 
   1971       95     0.346592     0.295199     0.334200 
   1971       96     0.370404     0.307624     0.355869 
   1971       97     0.394600     0.327106     0.379882 
   1971       98     0.418322     0.355138     0.405605 
   1971       99     0.444965     0.376516     0.432010 
   1971      100     0.476889     0.380974     0.459036 
   1971      101     0.506698     0.380326     0.483389 
   1971      102     0.527977     0.401832     0.506448 
   1971      103     0.548701     0.477933     0.538545 
   1971      104     0.581201     0.567273     0.580181 
   1971      105     0.607735            .     0.607735 
   1971      106     0.672538            .     0.672538 
   1971      107     0.910345            .     0.910345 
   1971      108     1.463415            .     1.463415 
   1971      109            .            .            . 
   1971      110+           .            .            . 
   1972        0     0.013742     0.015511     0.014651 
   1972        1     0.003175     0.003493     0.003339 
   1972        2     0.001928     0.002619     0.002282 
   1972        3     0.001319     0.001551     0.001438 
   1972        4     0.000832     0.000941     0.000888 
   1972        5     0.000594     0.000780     0.000689 
   1972        6     0.000465     0.000709     0.000590 
   1972        7     0.000385     0.000662     0.000526 
   1972        8     0.000335     0.000602     0.000472 
   1972        9     0.000318     0.000549     0.000436 
   1972       10     0.000327     0.000510     0.000420 
   1972       11     0.000352     0.000498     0.000427 
   1972       12     0.000387     0.000526     0.000459 
   1972       13     0.000432     0.000604     0.000520 
   1972       14     0.000499     0.000737     0.000620 
   1972       15     0.000565     0.000878     0.000725 
   1972       16     0.000614     0.000991     0.000808 
   1972       17     0.000680     0.001145     0.000918 
   1972       18     0.000750     0.001299     0.001031 
   1972       19     0.000800     0.001410     0.001112 
   1972       20     0.000815     0.001462     0.001146 
   1972       21     0.000870     0.001595     0.001239 
   1972       22     0.000956     0.001784     0.001375 
   1972       23     0.001011     0.001890     0.001456 
   1972       24     0.001070     0.001987     0.001537 
   1972       25     0.001125     0.002113     0.001624 
   1972       26     0.001204     0.002262     0.001738 
   1972       27     0.001135     0.002117     0.001629 
   1972       28     0.001067     0.001956     0.001515 
   1972       29     0.001139     0.002071     0.001607 
   1972       30     0.001259     0.002271     0.001765 
   1972       31     0.001352     0.002402     0.001879 
   1972       32     0.001441     0.002552     0.001997 
   1972       33     0.001558     0.002756     0.002157 
   1972       34     0.001638     0.002894     0.002264 
   1972       35     0.001663     0.002947     0.002302 
   1972       36     0.001697     0.003049     0.002370 
   1972       37     0.001798     0.003195     0.002508 
   1972       38     0.001984     0.003434     0.002746 
   1972       39     0.002153     0.003715     0.002995 
   1972       40     0.002306     0.003937     0.003210 
   1972       41     0.002482     0.004101     0.003407 
   1972       42     0.002722     0.004372     0.003688 
   1972       43     0.002932     0.004739     0.003994 
   1972       44     0.003194     0.005031     0.004289 
   1972       45     0.003474     0.005364     0.004612 
   1972       46     0.003749     0.005710     0.004936 
   1972       47     0.004148     0.006293     0.005448 
   1972       48     0.004510     0.007175     0.006094 
   1972       49     0.004718     0.007761     0.006500 
   1972       50     0.004783     0.007993     0.006648 
   1972       51     0.005407     0.008776     0.007387 
   1972       52     0.006359     0.010377     0.008715 
   1972       53     0.007105     0.011866     0.009871 
   1972       54     0.007378     0.013156     0.010647 
   1972       55     0.008146     0.014432     0.011715 
   1972       56     0.009278     0.016090     0.013164 
   1972       57     0.009844     0.016899     0.013848 
   1972       58     0.010437     0.017684     0.014514 
   1972       59     0.011317     0.017809     0.015018 
   1972       60     0.012297     0.019849     0.016461 
   1972       61     0.013978     0.024117     0.019273 
   1972       62     0.015961     0.026085     0.021261 
   1972       63     0.018612     0.029701     0.024351 
   1972       64     0.021313     0.032459     0.027086 
   1972       65     0.023821     0.035257     0.029705 
   1972       66     0.026401     0.039164     0.032843 
   1972       67     0.029966     0.043648     0.036828 
   1972       68     0.034685     0.051242     0.042819 
   1972       69     0.036515     0.055825     0.045723 
   1972       70     0.038840     0.060372     0.048898 
   1972       71     0.042051     0.066567     0.053220 
   1972       72     0.046254     0.074642     0.058792 
   1972       73     0.048183     0.077341     0.060762 
   1972       74     0.052869     0.080063     0.064591 
   1972       75     0.067887     0.091736     0.078413 
   1972       76     0.071778     0.096644     0.082326 
   1972       77     0.075530     0.105481     0.087451 
   1972       78     0.091612     0.123099     0.103916 
   1972       79     0.108263     0.151328     0.124031 
   1972       80     0.102567     0.128054     0.112212 
   1972       81     0.116908     0.141807     0.126177 
   1972       82     0.128767     0.156324     0.138702 
   1972       83     0.137138     0.166177     0.147332 
   1972       84     0.145766     0.174875     0.155818 
   1972       85     0.152525     0.173179     0.159415 
   1972       86     0.168545     0.187506     0.174679 
   1972       87     0.183918     0.195873     0.187725 
   1972       88     0.201073     0.203478     0.201831 
   1972       89     0.223258     0.216554     0.221183 
   1972       90     0.246037     0.236652     0.243250 
   1972       91     0.270163     0.257395     0.266526 
   1972       92     0.301428     0.275537     0.294190 
   1972       93     0.334836     0.293283     0.323431 
   1972       94     0.368155     0.312136     0.353159 
   1972       95     0.404097     0.332330     0.385391 
   1972       96     0.443221     0.353984     0.420579 
   1972       97     0.485761     0.378345     0.459304 
   1972       98     0.531325     0.418124     0.504941 
   1972       99     0.578657     0.477470     0.556992 
   1972      100     0.636277     0.531272     0.615072 
   1972      101     0.712364     0.552518     0.679596 
   1972      102     0.789982     0.561056     0.741846 
   1972      103     0.846978     0.628571     0.804784 
   1972      104     0.908696     0.890722     0.906009 
   1972      105     1.019007     1.415094     1.043178 
   1972      106     1.115702            .     1.115702 
   1972      107     1.443515            .     1.443515 
   1972      108     4.176471            .     4.176471 
   1972      109            .            .            . 
   1972      110+           .            .            . 
   1973        0     0.013541     0.015405     0.014501 
   1973        1     0.003190     0.003330     0.003262 
   1973        2     0.001919     0.002237     0.002081 
   1973        3     0.001280     0.001419     0.001351 
   1973        4     0.000929     0.001051     0.000992 
   1973        5     0.000693     0.000878     0.000788 
   1973        6     0.000487     0.000717     0.000605 
   1973        7     0.000344     0.000599     0.000474 
   1973        8     0.000274     0.000540     0.000410 
   1973        9     0.000260     0.000512     0.000389 
   1973       10     0.000294     0.000524     0.000412 
   1973       11     0.000340     0.000564     0.000454 
   1973       12     0.000393     0.000617     0.000508 
   1973       13     0.000447     0.000689     0.000571 
   1973       14     0.000507     0.000788     0.000651 
   1973       15     0.000583     0.000920     0.000755 
   1973       16     0.000641     0.001018     0.000834 
   1973       17     0.000678     0.001097     0.000893 
   1973       18     0.000735     0.001241     0.000993 
   1973       19     0.000799     0.001395     0.001103 
   1973       20     0.000841     0.001513     0.001184 
   1973       21     0.000838     0.001557     0.001204 
   1973       22     0.000874     0.001669     0.001277 
   1973       23     0.000933     0.001809     0.001375 
   1973       24     0.000949     0.001845     0.001401 
   1973       25     0.000971     0.001877     0.001428 
   1973       26     0.001026     0.002008     0.001518 
   1973       27     0.001117     0.002196     0.001658 
   1973       28     0.001065     0.002122     0.001596 
   1973       29     0.001000     0.002041     0.001523 
   1973       30     0.001053     0.002221     0.001637 
   1973       31     0.001133     0.002393     0.001763 
   1973       32     0.001218     0.002490     0.001856 
   1973       33     0.001335     0.002635     0.001986 
   1973       34     0.001514     0.002850     0.002180 
   1973       35     0.001695     0.003000     0.002346 
   1973       36     0.001835     0.003175     0.002503 
   1973       37     0.001957     0.003418     0.002686 
   1973       38     0.002098     0.003664     0.002897 
   1973       39     0.002272     0.003995     0.003177 
   1973       40     0.002384     0.004303     0.003419 
   1973       41     0.002465     0.004452     0.003566 
   1973       42     0.002591     0.004529     0.003699 
   1973       43     0.002813     0.004725     0.003932 
   1973       44     0.003040     0.005030     0.004210 
   1973       45     0.003355     0.005279     0.004504 
   1973       46     0.003683     0.005603     0.004839 
   1973       47     0.004030     0.005971     0.005208 
   1973       48     0.004504     0.006667     0.005815 
   1973       49     0.004970     0.007720     0.006605 
   1973       50     0.005260     0.008486     0.007152 
   1973       51     0.005367     0.008897     0.007416 
   1973       52     0.006091     0.009886     0.008315 
   1973       53     0.007140     0.011677     0.009792 
   1973       54     0.007961     0.013258     0.011033 
   1973       55     0.008229     0.014548     0.011798 
   1973       56     0.009055     0.015777     0.012863 
   1973       57     0.010151     0.017405     0.014266 
   1973       58     0.010654     0.018090     0.014856 
   1973       59     0.011192     0.018941     0.015534 
   1973       60     0.011953     0.019188     0.016052 
   1973       61     0.012985     0.021711     0.017774 
   1973       62     0.014808     0.026806     0.021048 
   1973       63     0.016872     0.029582     0.023460 
   1973       64     0.019615     0.033873     0.026911 
   1973       65     0.022379     0.036889     0.029814 
   1973       66     0.025016     0.040163     0.032709 
   1973       67     0.027694     0.044153     0.035894 
   1973       68     0.031574     0.048540     0.039978 
   1973       69     0.037030     0.056561     0.046488 
   1973       70     0.039972     0.061344     0.050011 
   1973       71     0.043187     0.065775     0.053552 
   1973       72     0.047142     0.072207     0.058308 
   1973       73     0.052894     0.080794     0.065020 
   1973       74     0.055477     0.083398     0.067407 
   1973       75     0.060293     0.088316     0.072126 
   1973       76     0.076044     0.104472     0.088149 
   1973       77     0.081204     0.111544     0.093722 
   1973       78     0.086407     0.121646     0.100218 
   1973       79     0.112047     0.150223     0.126809 
   1973       80     0.102092     0.129256     0.112442 
   1973       81     0.112236     0.136167     0.121147 
   1973       82     0.126811     0.146698     0.134105 
   1973       83     0.138275     0.158744     0.145537 
   1973       84     0.145406     0.167020     0.152867 
   1973       85     0.155546     0.181724     0.164444 
   1973       86     0.171026     0.197691     0.179783 
   1973       87     0.189081     0.215909     0.197628 
   1973       88     0.205894     0.225983     0.212224 
   1973       89     0.224694     0.234984     0.227922 
   1973       90     0.250042     0.252054     0.250666 
   1973       91     0.275874     0.280130     0.277141 
   1973       92     0.303116     0.310316     0.305173 
   1973       93     0.340744     0.337422     0.339805 
   1973       94     0.381606     0.364982     0.376941 
   1973       95     0.422202     0.395327     0.414776 
   1973       96     0.466867     0.429793     0.456793 
   1973       97     0.517100     0.468745     0.504162 
   1973       98     0.573954     0.515844     0.558686 
   1973       99     0.637655     0.601397     0.628662 
   1973      100     0.705856     0.750589     0.715759 
   1973      101     0.800530     0.919197     0.824871 
   1973      102     0.955719     0.983607     0.961847 
   1973      103     1.139241     1.016241     1.109357 
   1973      104     1.269741     1.331776     1.282944 
   1973      105     1.421053     4.159091     1.662000 
   1973      106     1.897674            .     1.897674 
   1973      107     2.458537            .     2.458537 
   1973      108     6.000000            .     6.000000 
   1973      109            .            .            . 
   1973      110+           .            .            . 
   1974        0     0.011730     0.013678     0.012737 
   1974        1     0.003550     0.003987     0.003775 
   1974        2     0.001811     0.002089     0.001954 
   1974        3     0.000993     0.001329     0.001164 
   1974        4     0.000756     0.000804     0.000780 
   1974        5     0.000614     0.000702     0.000659 
   1974        6     0.000515     0.000731     0.000627 
   1974        7     0.000415     0.000716     0.000570 
   1974        8     0.000340     0.000679     0.000513 
   1974        9     0.000303     0.000640     0.000475 
   1974       10     0.000288     0.000581     0.000439 
   1974       11     0.000290     0.000560     0.000429 
   1974       12     0.000310     0.000587     0.000451 
   1974       13     0.000354     0.000653     0.000507 
   1974       14     0.000413     0.000766     0.000593 
   1974       15     0.000492     0.000923     0.000712 
   1974       16     0.000581     0.001102     0.000846 
   1974       17     0.000645     0.001223     0.000942 
   1974       18     0.000684     0.001315     0.001008 
   1974       19     0.000740     0.001478     0.001115 
   1974       20     0.000801     0.001626     0.001220 
   1974       21     0.000831     0.001699     0.001273 
   1974       22     0.000811     0.001687     0.001256 
   1974       23     0.000826     0.001743     0.001290 
   1974       24     0.000854     0.001806     0.001334 
   1974       25     0.000841     0.001775     0.001311 
   1974       26     0.000876     0.001840     0.001358 
   1974       27     0.000971     0.002021     0.001492 
   1974       28     0.001127     0.002250     0.001687 
   1974       29     0.001154     0.002210     0.001684 
   1974       30     0.001146     0.002136     0.001641 
   1974       31     0.001216     0.002251     0.001730 
   1974       32     0.001285     0.002340     0.001811 
   1974       33     0.001334     0.002377     0.001858 
   1974       34     0.001389     0.002487     0.001939 
   1974       35     0.001479     0.002686     0.002080 
   1974       36     0.001570     0.002852     0.002210 
   1974       37     0.001668     0.003058     0.002361 
   1974       38     0.001805     0.003319     0.002562 
   1974       39     0.002002     0.003546     0.002791 
   1974       40     0.002269     0.003836     0.003092 
   1974       41     0.002502     0.004069     0.003347 
   1974       42     0.002671     0.004212     0.003525 
   1974       43     0.002847     0.004351     0.003707 
   1974       44     0.003082     0.004651     0.004000 
   1974       45     0.003286     0.005120     0.004366 
   1974       46     0.003578     0.005567     0.004767 
   1974       47     0.003875     0.006053     0.005187 
   1974       48     0.004239     0.006547     0.005642 
   1974       49     0.004749     0.007414     0.006365 
   1974       50     0.005303     0.008634     0.007285 
   1974       51     0.005664     0.009444     0.007884 
   1974       52     0.005788     0.009827     0.008131 
   1974       53     0.006573     0.010805     0.009046 
   1974       54     0.007675     0.012513     0.010493 
   1974       55     0.008566     0.013911     0.011660 
   1974       56     0.008916     0.015065     0.012384 
   1974       57     0.009917     0.016284     0.013517 
   1974       58     0.011113     0.017938     0.014962 
   1974       59     0.011735     0.018595     0.015596 
   1974       60     0.012435     0.019610     0.016438 
   1974       61     0.013269     0.019997     0.017056 
   1974       62     0.014544     0.022859     0.019083 
   1974       63     0.016692     0.028559     0.022836 
   1974       64     0.018930     0.032095     0.025678 
   1974       65     0.021763     0.036862     0.029389 
   1974       66     0.024418     0.039800     0.032204 
   1974       67     0.027083     0.043521     0.035309 
   1974       68     0.029648     0.047507     0.038414 
   1974       69     0.033485     0.051726     0.042396 
   1974       70     0.039102     0.060257     0.049184 
   1974       71     0.042450     0.065971     0.053316 
   1974       72     0.045812     0.071126     0.057202 
   1974       73     0.049996     0.078647     0.062446 
   1974       74     0.057382     0.088505     0.070677 
   1974       75     0.061201     0.091201     0.073896 
   1974       76     0.066690     0.098571     0.079843 
   1974       77     0.083483     0.118991     0.097976 
   1974       78     0.091119     0.127070     0.105469 
   1974       79     0.099223     0.137320     0.113893 
   1974       80     0.106706     0.134842     0.117643 
   1974       81     0.115589     0.144190     0.126298 
   1974       82     0.126935     0.153417     0.136640 
   1974       83     0.143637     0.167921     0.152419 
   1974       84     0.155787     0.185388     0.166121 
   1974       85     0.162502     0.198165     0.174573 
   1974       86     0.173003     0.207458     0.184483 
   1974       87     0.189061     0.226395     0.201062 
   1974       88     0.207672     0.248250     0.220310 
   1974       89     0.223604     0.257820     0.234190 
   1974       90     0.240965     0.265144     0.248464 
   1974       91     0.265802     0.283403     0.271227 
   1974       92     0.289638     0.317522     0.297852 
   1974       93     0.313567     0.354766     0.325149 
   1974       94     0.350095     0.386761     0.360358 
   1974       95     0.389284     0.418650     0.397507 
   1974       96     0.425502     0.454742     0.433600 
   1974       97     0.465086     0.496911     0.473787 
   1974       98     0.510688     0.547071     0.520520 
   1974       99     0.564022     0.612908     0.577008 
   1974      100     0.626515     0.772753     0.661829 
   1974      101     0.695599     1.193655     0.788597 
   1974      102     0.821105     2.000000     0.985816 
   1974      103     1.143716     2.396226     1.344775 
   1974      104     1.800000     2.454545     1.951049 
   1974      105     2.440678     6.000000     2.749226 
   1974      106     4.176471            .     4.176471 
   1974      107            .            .            . 
   1974      108            .            .            . 
   1974      109            .            .            . 
   1974      110+           .            .            . 
   1975        0     0.012431     0.014494     0.013500 
   1975        1     0.002989     0.003813     0.003416 
   1975        2     0.001536     0.001756     0.001649 
   1975        3     0.000882     0.001059     0.000972 
   1975        4     0.000592     0.000821     0.000709 
   1975        5     0.000421     0.000581     0.000502 
   1975        6     0.000430     0.000553     0.000493 
   1975        7     0.000326     0.000623     0.000480 
   1975        8     0.000357     0.000518     0.000440 
   1975        9     0.000272     0.000592     0.000435 
   1975       10     0.000332     0.000548     0.000442 
   1975       11     0.000300     0.000534     0.000421 
   1975       12     0.000370     0.000561     0.000468 
   1975       13     0.000360     0.000591     0.000478 
   1975       14     0.000416     0.000621     0.000521 
   1975       15     0.000518     0.000709     0.000615 
   1975       16     0.000524     0.001159     0.000847 
   1975       17     0.000604     0.001270     0.000943 
   1975       18     0.000672     0.001611     0.001154 
   1975       19     0.000801     0.001656     0.001238 
   1975       20     0.000596     0.001629     0.001118 
   1975       21     0.000855     0.001580     0.001222 
   1975       22     0.000895     0.001626     0.001267 
   1975       23     0.000833     0.001942     0.001394 
   1975       24     0.000874     0.001929     0.001406 
   1975       25     0.000876     0.002000     0.001442 
   1975       26     0.000892     0.001813     0.001354 
   1975       27     0.000890     0.001947     0.001414 
   1975       28     0.000891     0.002078     0.001475 
   1975       29     0.000870     0.001934     0.001399 
   1975       30     0.001032     0.001964     0.001499 
   1975       31     0.001021     0.002240     0.001629 
   1975       32     0.001126     0.002191     0.001653 
   1975       33     0.001175     0.002493     0.001831 
   1975       34     0.001495     0.002498     0.001999 
   1975       35     0.001526     0.002739     0.002134 
   1975       36     0.001678     0.003191     0.002431 
   1975       37     0.001686     0.002755     0.002221 
   1975       38     0.001723     0.003583     0.002651 
   1975       39     0.001885     0.003760     0.002824 
   1975       40     0.002269     0.003583     0.002942 
   1975       41     0.002240     0.004071     0.003201 
   1975       42     0.002408     0.004761     0.003678 
   1975       43     0.002396     0.004215     0.003404 
   1975       44     0.003066     0.004815     0.004065 
   1975       45     0.002884     0.005205     0.004243 
   1975       46     0.002938     0.005924     0.004698 
   1975       47     0.004054     0.005600     0.004980 
   1975       48     0.003877     0.006554     0.005491 
   1975       49     0.005157     0.007066     0.006320 
   1975       50     0.004765     0.007459     0.006398 
   1975       51     0.005668     0.008522     0.007367 
   1975       52     0.006525     0.009261     0.008134 
   1975       53     0.006635     0.011136     0.009243 
   1975       54     0.007857     0.012154     0.010361 
   1975       55     0.007871     0.014156     0.011519 
   1975       56     0.009156     0.015038     0.012553 
   1975       57     0.009357     0.016539     0.013400 
   1975       58     0.011541     0.019132     0.015824 
   1975       59     0.011520     0.019089     0.015763 
   1975       60     0.014123     0.020736     0.017829 
   1975       61     0.013629     0.022319     0.018458 
   1975       62     0.015515     0.026160     0.021466 
   1975       63     0.016882     0.026659     0.022190 
   1975       64     0.020583     0.033772     0.027376 
   1975       65     0.021718     0.035095     0.028493 
   1975       66     0.022191     0.042250     0.032179 
   1975       67     0.025989     0.043942     0.034953 
   1975       68     0.028271     0.046040     0.037020 
   1975       69     0.034113     0.048288     0.040964 
   1975       70     0.036907     0.055180     0.045709 
   1975       71     0.041014     0.059530     0.049694 
   1975       72     0.044602     0.075130     0.058450 
   1975       73     0.055003     0.075199     0.063894 
   1975       74     0.053424     0.084907     0.066745 
   1975       75     0.065411     0.094368     0.077556 
   1975       76     0.070236     0.094768     0.080530 
   1975       77     0.068768     0.090167     0.077390 
   1975       78     0.076876     0.123269     0.094936 
   1975       79     0.097696     0.117133     0.105185 
   1975       80     0.095339     0.120526     0.105307 
   1975       81     0.114914     0.140847     0.124828 
   1975       82     0.123277     0.152180     0.133905 
   1975       83     0.137423     0.154820     0.143698 
   1975       84     0.142135     0.187254     0.158168 
