Taiwan, Female population exposure by calendar year and age (Lexis squares, age in completed years (ACY))
Last modified: 02/04/2012
Year    Age        female
2009     32       200110.66
2009     33       194538.08
2009     34       179578.58
2009     35       177713.29
2009     36       177777.01
2009     37       180434.92
2009     38       184890.91
2009     39       187328.49
2009     40       186924.30
2009     41       181801.91
2009     42       183904.87
2009     43       189496.98
2009     44       189624.63
2009     45       192568.08
2009     46       192659.15
2009     47       189670.68
2009     48       187214.39
2009     49       185826.17
2009     50       182466.97
2009     51       175280.56
2009     52       173695.31
2009     53       174077.83
2009     54       167645.67
2009     55       160287.22
2010     12       141607.40
2010     13       154739.16
2010     14       155295.61
2010     15       155272.22
2010     16       155657.68
2010     17       154672.70
2010     18       152010.79
2010     19       155435.17
2010     20       154043.48
2010     21       156091.12
2010     22       155846.58
2010     23       146856.50
2010     24       155330.60
2010     25       171806.82
2010     26       182118.51
2010     27       191635.02
2010     28       200655.29
2010     29       203348.32
2010     30       205088.34
2010     31       204466.70
2010     32       197646.20
2010     33       201361.09
2010     34       195678.71
2010     35       180590.46
2010     36       178612.77
2010     37       178491.12
2010     38       181009.54
2010     39       185312.64
2010     40       187706.29
2010     41       187264.22
2010     42       181983.47
2010     43       184024.50
2010     44       189598.31
2010     45       189692.94
2010     46       192671.53
2010     47       192707.16
2010     48       189514.32
2010     49       187042.57
2010     50       185685.71
2010     51       182267.43
2010     52       175036.12
2010     53       173439.25
2010     54       173781.58
2010     55       167326.43
