Taiwan, Period fertility rates by calendar year and age (Lexis squares, age in completed years (ACY))
Last modified: 02/04/2012
Year    Age        female
1993     47     0.00008
1993     48     0.00003
1993     49     0.00001
1993     50     0.00010
1993     51     0.00012
1993     52     0.00006
1993     53     0.00002
1993     54     0.00000
1993     55+    0.00000
1994     12-    0.00000
1994     13     0.00014
1994     14     0.00160
1994     15     0.00292
1994     16     0.00837
1994     17     0.01574
1994     18     0.02320
1994     19     0.03594
1994     20     0.04984
1994     21     0.06668
1994     22     0.08441
1994     23     0.10375
1994     24     0.12205
1994     25     0.13623
1994     26     0.15232
1994     27     0.15781
1994     28     0.15279
1994     29     0.13515
1994     30     0.11598
1994     31     0.09725
1994     32     0.07695
1994     33     0.05909
1994     34     0.04430
1994     35     0.03287
1994     36     0.02352
1994     37     0.01603
1994     38     0.01117
1994     39     0.00755
1994     40     0.00482
1994     41     0.00307
1994     42     0.00186
1994     43     0.00102
1994     44     0.00048
1994     45     0.00025
1994     46     0.00009
1994     47     0.00004
1994     48     0.00005
1994     49     0.00001
1994     50     0.00009
1994     51     0.00011
1994     52     0.00005
1994     53     0.00002
1994     54     0.00000
1994     55+    0.00000
1995     12-    0.00000
1995     13     0.00014
1995     14     0.00167
1995     15     0.00332
1995     16     0.00824
1995     17     0.01478
1995     18     0.02308
1995     19     0.03439
1995     20     0.04899
1995     21     0.06633
1995     22     0.08408
1995     23     0.10525
1995     24     0.11999
1995     25     0.13758
1995     26     0.14813
1995     27     0.16097
1995     28     0.15386
1995     29     0.13587
1995     30     0.12007
1995     31     0.10034
1995     32     0.08129
1995     33     0.06158
1995     34     0.04685
1995     35     0.03500
1995     36     0.02596
1995     37     0.01761
1995     38     0.01181
1995     39     0.00818
1995     40     0.00549
1995     41     0.00336
1995     42     0.00168
1995     43     0.00100
1995     44     0.00052
1995     45     0.00025
1995     46     0.00014
1995     47     0.00007
1995     48     0.00006
1995     49     0.00000
1995     50     0.00013
1995     51     0.00017
1995     52     0.00008
1995     53     0.00002
1995     54     0.00001
1995     55+    0.00000
1996     12-    0.00000
1996     13     0.00012
1996     14     0.00147
1996     15     0.00328
1996     16     0.00830
1996     17     0.01444
1996     18     0.02182
1996     19     0.03542
1996     20     0.04736
1996     21     0.06594
1996     22     0.08269
1996     23     0.10154
1996     24     0.11616
1996     25     0.12984
1996     26     0.14643
1996     27     0.15586
1996     28     0.15348
1996     29     0.13643
1996     30     0.12077
1996     31     0.10391
1996     32     0.08276
1996     33     0.06645
1996     34     0.05063
1996     35     0.03675
1996     36     0.02651
1996     37     0.01940
1996     38     0.01283
1996     39     0.00842
1996     40     0.00547
1996     41     0.00355
1996     42     0.00195
1996     43     0.00114
1996     44     0.00054
1996     45     0.00031
1996     46     0.00016
1996     47     0.00009
1996     48     0.00004
1996     49     0.00006
1996     50     0.00013
1996     51     0.00011
1996     52     0.00005
1996     53     0.00002
1996     54     0.00000
1996     55+    0.00000
1997     12-    0.00000
1997     13     0.00012
1997     14     0.00135
1997     15     0.00269
1997     16     0.00745
1997     17     0.01296
1997     18     0.02082
1997     19     0.03186
1997     20     0.04675
1997     21     0.06150
1997     22     0.08084
1997     23     0.09938
1997     24     0.11597
1997     25     0.13071
1997     26     0.14496
1997     27     0.15513
1997     28     0.15362
1997     29     0.14273
1997     30     0.12599
1997     31     0.10565
1997     32     0.08751
1997     33     0.06831
1997     34     0.05304
1997     35     0.03837
1997     36     0.02856
1997     37     0.01961
1997     38     0.01342
1997     39     0.00915
1997     40     0.00570
1997     41     0.00342
1997     42     0.00211
1997     43     0.00118
1997     44     0.00055
1997     45     0.00033
1997     46     0.00011
1997     47     0.00006
1997     48     0.00004
1997     49     0.00002
1997     50     0.00006
1997     51     0.00006
1997     52     0.00003
1997     53     0.00001
1997     54     0.00000
1997     55+    0.00000
1998     12-    0.00000
1998     13     0.00009
1998     14     0.00113
